Headline,Body ID,Stance
That ESPN Domestic Violence Panel You Keep Hearing About Isn't Real,1681,unrelated
The Chinese Guide to Avoiding a Bad English Name,1681,unrelated
Homeless man who received a meal and hotel stay after spending $100 donation on food for friends insists it was NOT a hoax – despite new witness insisting there was no way he could have been secretly filmed,1681,unrelated
"Nigeria, Boko Haram reach ceasefire deal, kidnapped girls to go free, official says",1681,discuss
Nigeria Boko Haram blamed for raids despite truce claim,1681,discuss
Matt Taibbi takes a leave of absence from First Look Media,1681,unrelated
Two GOP Congressmen Say Suspected Terrorists Caught Crossing U.S.–Mexico Border,1681,unrelated
NEWS/ You'll Never Guess How a Homeless Man Spent $100—Watch the Touching Video!,1681,unrelated
"Reports: Jihadists Steal Commercial Jets, Raise 9/11 Fears",1681,unrelated
Libya: Missing Libya Planes Spark Security Concerns,1681,unrelated
Missing Libyan aircraft spark fears of 9/11-style attack in North Africa,1681,unrelated
Boko Haram 'ceasefire' doubts after attacks reported in Nigeria,1681,discuss
Boko Haram denies ceasefire claim by Nigeria's government,1681,discuss
SEE IT: California homeless man uses $100 gift to give food to others,1681,unrelated
NET Extra: Back-from-the-dead Catholic priest claims God is a female...,1681,unrelated
Was The Video Of That Homeless Man Doing Good Deeds With $100 All An Elaborate Hoax!?,1681,unrelated
Report: Nearly a Dozen Commercial Airliners Missing Ahead of 9/11 Anniversary After Islamists Overrun Libyan Airport,1681,unrelated
"Pizza delivery man gets $2,000 tip",1681,unrelated
Nigeria says it has deal with Boko Haram to release kidnapped girls,1681,discuss
"Six months after abducting Nigerian schoolgirls, Boko Haram reportedly wants to free them",1681,discuss
Reports of missing Libyan planes raise 9/11 terror fears,1681,unrelated
The 'cub of Baghdadi': Has this boy become the youngest victim of Isis’s use of child soldiers?,1681,unrelated
"Homeless man who became a YouTube sensation after spending $100 on food for his beggar friends gets a surprise Christmas meal, makeover and night in a hotel in new video... but is it all a hoax by a 'serial prankster'?",1681,unrelated
FBI Probing Alleged Audio of Michael Brown Shooting,1681,unrelated
Shocking Photos! Mom Tries To Sell Son To Pay For Daughter's Cancer Treatment,1681,unrelated
"Islamist Militants 'Steal' 11 Commercial Planes In Libya, Sparking Terror Attack Fears",1681,unrelated
"Viral Video Of Homeless Man Spending $100 On Food For Other Homeless Was Faked, Witness Says",1681,unrelated
New Audio Allegedly Captures Moment Michael Brown Was Shot,1681,unrelated
Pictured: Libyan Islamist rebels pose with planes seized from Tripoli airport as U.S. officials warn they could be used to carry out terrorist attack on 9/11 anniversary,1681,unrelated
"See How This Homeless Man Spends A Hundred Dollars, And Keep A Tissue Handy [Video]",1681,unrelated
Missing Planes,1681,unrelated
Continuing Violence Puts Boko Haram Ceasefire In Jeopardy,1681,discuss
Nigerians doubtful of girls' release after Boko Haram 'truce' breached,1681,discuss
"11 Tripoli Planes Still Missing, Sparks 9/11 Concerns",1681,unrelated
REPORT: JETLINERS STOLEN FROM LIBYA COULD BE USED TO ATTACK U.S. ON 9/11,1681,unrelated
Boko Haram Denies Nigeria Cease-Fire Claim,1681,discuss
"Gold Apple Watch Edition Could Cost As Much As $1,200",1681,unrelated
NYC High School Student Nicknamed ‘Teen Wolf’ Made $72 Million On Stock Market,1681,unrelated
"Pope Francis did not tell boy heaven has room for pets, contrary to report",1681,unrelated
Amazon's first brick-and-mortar store said to open in Manhattan,1681,unrelated
"Boko Haram Could Release Kidnapped Girls, Nigerian Officials Say",1681,discuss
Seth Rogen to play Woz in Jobs biopic,1681,unrelated
Was Heart-Tugging Viral Video Of Generous Homeless Man All A Hoax?,1681,unrelated
Hope Fades for Girls' Release After Boko Haram 'Truce' Breached,1681,discuss
What One Homeless Man Does with $100 Will Astonish You (VIDEO),1681,unrelated
NBC weatherman caught urinating in the woods live on air,1681,unrelated
Kidnapped Nigerian schoolgirls: Government claims ceasefire deal with Boko Haram that will bring missing girls home,1681,discuss
"Nigeria Says It Struck A Cease-Fire With Boko Haram, But Are They Talking To The Right Guy?",1681,discuss
Boko Haram 'to release abducted schoolgirls' as part of ceasefire agreement,1681,discuss
Report: Missing Libyan jetliners raise fears of suicide airliner attacks on 9/11,1681,unrelated
This Selfless Homeless Man Receives $100 & Doesn't Spend A Dime On Himself!,1681,unrelated
Nigeria and Boko Haram 'agree ceasefire and girls' release',1681,discuss
Boko Haram denies it has agreed ceasefire,1681,discuss
WHO investigates media reports ISIS fighters contracted Ebola,1681,unrelated
Terrorism fears rise amid reports of stolen jetliners,1681,unrelated
"After Giving A Homeless Man $100, This Guy Secretly Filmed Him...",1681,unrelated
11 aircraft are missing from ‘terrorist-held’ Tripoli airport ahead of 9/11 anniversary,1681,unrelated
"Jihadi John named as Mohammed Emwazi, from west London",1681,unrelated
India Rape Crisis Sees Mob Castrate Alleged Sex Attacker in Shocking Scenes,1681,unrelated
More than 200 kidnapped Nigerian girls to be released after deal reached with Boko Haram,1681,discuss
"Eyewitness: Viral Video That Netted $130K in Donations ""is Bullshit""",1681,unrelated
"Nigeria claims deal with Boko Haram on ceasefire, kidnapped girls",1681,discuss
Kim Jong-Un planning Scottish restaurant,1681,unrelated
Missing jetliners raise fear of new 9/11-style attacks after Libyan airport falls to Islamic militants,1681,unrelated
Did Josh Paler Lin Stage His Viral Video About Helping the Homeless?,1681,unrelated
Isis militants claim to have killed US journalist James Foley,1681,unrelated
Nigeria announces truce with Boko Haram; fate of schoolgirls unclear,1681,discuss
"Prankster Gives Homeless Man $100, Secretly Follows Him And Learns He Buys Food For Others",1681,unrelated
What Glenn Beck Fears May Be Done With the 11 Missing Jets,1681,unrelated
Insurgents killed in Nigeria despite alleged truce with Boko Haram,1681,discuss
That Boko Haram Ceasefire in Nigeria Isn’t A Ceasefire,1681,discuss
Nigeria says ceasefire agreed with Boko Haram,1681,discuss
Everyone chill! Banksy has NOT been arrested,1681,unrelated
Urgent: The Leader of ISIL 'Abu Bakr al-Baghdadi' Killed! / Photo,1681,unrelated
Report: Exec popped for $300k dinner after run at blackjack,1682,discuss
"Vice Media CEO Shane Smith Spent $300,000 on Las Vegas Dinner (Report)",1682,discuss
"Don't forget to tip...especially if you spend $300,000",1682,agree
Vice CEO Throws Down $300K on Lavish Vegas Dinner,1682,agree
"Vice's Shane Smith drops $300,000 on Vegas dinner",1682,agree
Vice squad’s $1m win lights up Las Vegas,1682,agree
"Vice Media Chief Said to Pay $300,000 for Dinner for 30",1682,discuss
Doubts raised over authenticity of Charlie Hebdo footage.,1683,agree
Fake BBC News website set up to carry Charlie Hebdo attack conspiracy theories,1683,disagree
The Image That Everyone Is Sharing By 'Banksy' Isn't By Banksy — But It's Awesome,1688,discuss
'Banksy' Reacts To Paris Attack With Poignant Drawing,1688,discuss
"No, that broken pencil illustration isn't by Banksy",1688,discuss
"No, Banksy Didn't Create That 'Charlie Hebdo' Tribute Cartoon, But That Doesn't Mean You Can't Appreciate It",1688,discuss
Popular 'Banksy' Instagram account offers powerful message of perseverance after Paris attack,1688,discuss
A Bogus Banksy,1688,discuss
Letter From Lego To Parents In The '70s Makes An Important Point About Gender,1689,unrelated
Cheese blamed for North Korean leader Kim Jong-un's broken ankles,1689,unrelated
Ebola Outbreak 2015 Update: ISIS Fighters May Have Contracted Deadly Virus,1689,discuss
Report claims Kim Jong-un underwent surgery to repair fractured ankles,1689,unrelated
"Rumors of King Abdullah Flying in Airstrikes Not True, Fox Excited Anyway",1689,unrelated
"These LEGO Instructions from 1974 Are Awesome (And Yes, They're Real)",1689,unrelated
Fears Islamic State could launch EBOLA attack on Britain after fighters 'contract virus',1689,discuss
"North Korean leader Kim Jong-un’s mystery illness actually two broken ankles, newspaper says",1689,unrelated
"Kim Jong-un Broke Both Ankles and Is Hospitalized, Report Claims",1689,unrelated
This Letter To Parents From A 1970s Lego Set Contains An Important Message For Gender Equality,1689,unrelated
Weaponized Ebola? ISIS Militants Said To Contract Deadly Virus,1689,discuss
South Korea: Kim Jong Un had ankle surgery to remove cyst,1689,unrelated
Jordan’s King May Participate Personally In ISIS Raids,1689,unrelated
Bunbury local discovered a spider had burrowed under his skin on Bali holiday,1689,unrelated
Jordan’s King Abdullah Did Not Personally Fly Airstrikes On ISIS,1689,unrelated
"These egalitarian Lego instructions from the 1970s are pretty cool, but are they real?",1689,unrelated
Kim Jong-un: obese leader 'fractured both ankles',1689,unrelated
BREAKING NEWS: Gunman 'shot dead' after wounding soldier near Canada parliament,1689,unrelated
"Seven High School Girls Get Pregnant On Five-Day School Trip, Parents Outraged",1689,unrelated
"TEXAS TURKEY FARM CONTAMINATED WITH EBOLA, OVER 250,000 HOLIDAY TURKEYS INFECTED",1689,unrelated
’6 Days Darkness in December 2014′ 100% Fake; NASA Confirmed 3 Days Total Darkness Hoax as Well,1689,unrelated
Kim Jong-un So Fat He Injured His Ankles,1689,unrelated
IRAQI AND KURDISH MEDIA REPORTS: ISIS FIGHTERS HAVE CONTRACTED EBOLA,1689,discuss
Indian worker sacked after going on leave for 24 years,1689,unrelated
Fence-jumper made it farther in White House than Secret Service let on,1689,unrelated
Is Ebola Virus Spreading Among ISIS Militants? Reports Claim Jihadists Seeking Cure at Mosul Hospital,1689,discuss
Apple may launch 12-inch MacBook Air with Retina Display,1689,unrelated
"North Korean leader Kim Jong Un had ankle surgery, report says",1689,unrelated
HORROR: ISIS Fighters Have Reportedly Contracted Ebola,1689,discuss
Accountant Claims Comcast Got Him Fired From His Job for Reporting a Customer Service Issue,1689,unrelated
Kim Jong-un ‘is so fat from eating cheese that he has broken his ankles’,1689,unrelated
REPORTS: JORDANIAN KING PERSONALLY FLYING SORTIES AGAINST ISIS,1689,unrelated
"No, there aren’t any Ebola cases in Iraq",1689,discuss
ISIS cracks down on five confirmed Ebola cases among fighters: official,1689,discuss
Kim Had Ankle Surgery:  Source,1689,unrelated
Kim Jong-un: Absent North Korean leader is 'recovering from ankle surgery',1689,unrelated
"Kim Yo Jong, Kim Jong-Un’s Sister, Takes Control of North Korea While Brother Gets Treatment?",1689,unrelated
"ISIS Militants Have Contracted Ebola: Iraqi, Kurdish Media Reports",1689,discuss
Cheese addiction breaks Kim Jong-un's ankles,1689,unrelated
ISIS Leader Killed: Abu Bakr Al-Baghdadi Reportedly Killed By U.S. Airstrike,1689,unrelated
DHS: GOP Rep.’s Claim ISIS Members Caught at U.S. Border ‘Categorically False’,1689,unrelated
Lego letter from the 1970s still offers a powerful message to parents 40 years later,1689,unrelated
WHO says reports of suspected Ebola cases in Iraq are untrue,1689,discuss
Kim Jong-Un 'in hospital with two fractured ankles' after ballooning to around 20 stone and going on numerous 'meet the people' walkabout PR stunts,1689,unrelated
IRAQI HEALTH OFFICIAL: EBOLA HAS KILLED 5 ISIS FIGHTERS,1689,discuss
ISIS Getting Ebola,1689,discuss
ISIS fighters ‘have contracted Ebola’,1689,discuss
"No, A Spider Did Not Burrow Under A Man's Skin And Live There For Days",1689,unrelated
WHO ‘probing’ whether ISIS fighters got Ebola,1689,discuss
Jordan Vs ISIS: Reports Say King Abdullah II Could Personally Lead Airstrikes After Pilot’s Death,1689,unrelated
"North Korean leader Kim Jong-un not missing, just having ankle surgery",1689,unrelated
Shots Heard In Alleged Brown Shooting Recording [AUDIO],1689,unrelated
A Letter Lego Sent to Parents in 1974 Holds an Important Message for the Parents of 2014,1689,unrelated
Has Ebola infected Isis militants in Mosul?,1689,discuss
Microsoft Tried Out Robot Security Guards on Its Silicon Valley Campus,1689,unrelated
WHO says reports of suspected Ebola cases in Iraq are untrue,1689,discuss
North Korea dictator Kim Jong-un undergoes surgery after breaking both ankles on military tour,1689,unrelated
Will King of Jordan lead airstrikes on ISIS HIMSELF? Reports say trained pilot plans to take part in attack after quoting Clint Eastwood's Unforgiven to Congressmen,1689,unrelated
"No, Jordan's King Abdullah II is not personally flying planes against Isis",1689,unrelated
Lego letter to parents in 1974 on gender equality still resonates 40 years on,1689,unrelated
That powerful Lego letter to parents from the 1970s? It's real,1689,unrelated
Iraqi media: ISIS militants have contracted Ebola,1689,discuss
Kim Jong-un 'so fat he has fractured his ankles',1689,unrelated
Report of Kim Jong-un’s ankle injury add fuel to rumours about his absence,1689,unrelated
"Reports Isis fighters have contracted Ebola are 'incorrect', says Iraqi health ministry",1689,discuss
Kim Jong-un 'Had Surgery on Fractured Ankles',1689,unrelated
"Sons of Anarchy Movie? No, Kurt Sutter Announces Charlie Hunnam, Brad Pitt Film Article is Fake",1689,unrelated
WHO investigates media reports ISIS fighters contracted Ebola,1689,discuss
"Kim Jong Un hospitalized with two broken ankles, reportedly from wearing heels and being overweight",1689,unrelated
Jordan king cites Clint Eastwood in revenge vow,1689,unrelated
"Forty years ago, Lego wrote a powerful letter to parents about how gender works",1689,unrelated
Dumped woman spends a week in KFC to get over ex,1689,unrelated
British rapper a suspect in ISIS beheading,1689,unrelated
ISIS Militants Allegedly Contracted Ebola,1689,discuss
Conflicting reports on alleged IS capture of Canadian woman,1690,discuss
Islamist websites claim Israeli-Canadian woman kidnapped by IS: report,1690,discuss
Canadian-Israeli woman reportedly kidnapped by ISIS: Jerusalem Post,1690,discuss
Ottawa investigates reports that Isis has captured Canadian-Israeli woman,1690,discuss
Israeli-Canadian Woman 'Captured' By ISIS Says She Is 'Safe And Secure',1690,discuss
Unconfirmed reports claim Canadian-Israeli Gill Rosenberg captured by ISIS,1690,discuss
"Gill Rosenberg, former IDF soldier, possibly captured by ISIS while fighting with Kurds",1690,discuss
Canadian-Israeli Woman May Have Been Captured In Syria: Reports,1690,discuss
"Gill Rosenberg, Canadian citizen, reportedly captured by ISIS in Syria",1690,discuss
Israeli Canadian fighting ISIS posts on Facebook: I'm safe and secure,1690,discuss
YPG Confirms: Gill Rosenberg Not Captured in Kobani,1690,discuss
"Gill Rosenberg, Canadian-Israeli Woman Feared Kidnapped By ISIS, Says She's Safe",1690,discuss
YPG Confirms: Gill Rosenberg Not Captured in Kobani,1690,discuss
A Wanted Man Responded To A Police Facebook Post That He Would Turn Himself In,1693,unrelated
Anna Wintour 'refuses to work at new World Trade Center Vogue office due to rat infestation',1693,discuss
'They ate through the ceilings and pooped on the keyboards': Rats are 'taking over' Vogue's new World Trade Center office and Anna Wintour 'no longer wants to work there',1693,discuss
Conde Nast's rat problem at One World Trade Centre: From red carpets to rodent droppings,1693,discuss
iPhone 6 and Even Apple Watch To Feature Samsung Components (Rumor),1693,unrelated
"Viral Video Of Homeless Man Spending $100 On Food For Other Homeless Was Faked, Witness Says",1693,unrelated
High School Student Rumored to Have Made $72 Million Trading Stocks,1693,unrelated
EXCLUSIVE: New York Mag’s Boy Genius Investor Made It All Up,1693,unrelated
Meet the 17-Year-Old Who Made $72 Million During His High-School Lunch Breaks,1693,unrelated
Mohammed Islam Denies Making $72 Million From Stock Market Trading,1693,unrelated
Teen Makes $72 Million on the Stock Market,1693,unrelated
Does Vogue's New Office Have a Rat Infestation?,1693,discuss
Apple Reportedly Relying More Heavily on Samsung for iPhone 6 and Apple Watch Components,1693,unrelated
"In Vogue vs Rats War, the Rats Are Winning",1693,discuss
Vogue’s Rat Infestation: Disturbing New Details,1693,discuss
NYC High School Student Nicknamed ‘Teen Wolf’ Made $72 Million On Stock Market,1693,unrelated
Kimye’s Fault? Anna Wintour’s NYC ‘Vogue’ Offices Hit With Disgusting Rat Infestation: ‘Rat Droppings On Desks’,1693,discuss
"So, There Might Be a Rat Infestation at Vogue",1693,discuss
This Kid Made $72 Million During Lunch,1693,unrelated
Vogue's new digs are reportedly swarming with rats,1693,discuss
Mechanical polar bear ‘threatened with ASBO for singing Christmas songs’,1693,unrelated
"Teen Made $72 Million Trading Stocks, Confirms Teen Dominance Worldwide",1693,unrelated
"No, that high school kid didn't make $72 million trading stocks",1693,unrelated
High school student scores $72M playing the stock market,1693,unrelated
"New York schoolboy who made $72MILLION trading stocks on his lunch breaks - and now takes his friends out to dine on $400 caviar, drives a BMW and has definitely made his immigrant parents proud",1693,unrelated
Vogue’s Shiny New Office Has a Big Rat Problem,1693,discuss
Whiz kid stock picker: I didn't actually make $72M trading,1693,unrelated
Now the Vogue Rats Are Chewing Through Couture,1693,discuss
"Rats at Vogue's NYC offices - watch your step, Anna Wintour",1693,discuss
WTC rats scare off Anna Wintour,1693,discuss
The Story Of The High School Trader Who Made $72 Million Is A Rumor Spun Out Of Control,1693,unrelated
Reports: Boko Haram may release schoolgirls as part of deal,1697,unrelated
Nigeria Claims Boko Haram Will Release the Kidnapped Schoolgirls,1697,unrelated
"Boko Haram Denies Truce, Says Kidnapped Girls Have Been “Married Off”",1697,unrelated
Star Wars VII for a New SUMMER Release Date!?,1697,unrelated
Star Wars: The Force Awakens to be released this summer?,1697,unrelated
Nigeria Boko Haram blamed for raids despite truce claim,1697,unrelated
"Boko Haram denies cease-fire, leader says he married off kidnapped girls",1697,unrelated
Experts: More facts needed on purported audio recording of Michael Brown shooting,1697,unrelated
Insurgents killed in Nigeria despite alleged truce with Boko Haram,1697,unrelated
Jose Canseco Accidentally Shot Himself in the Hand,1697,discuss
Boko Haram denies ceasefire claim by Nigeria's government,1697,unrelated
"Nigeria claims deal with Boko Haram on ceasefire, kidnapped girls",1697,unrelated
Here's video of a bird pooping on Vladimir Putin in the middle of a speech,1697,unrelated
This Week In Weird News: Horrible Human Slaps Elderly Woman For Sneezing,1697,unrelated
Boko Haram denies truce to release kidnapped schoolgirls,1697,unrelated
Nigerians doubtful of girls' release after Boko Haram 'truce' breached,1697,unrelated
Report: Jose Canseco accidentally shot,1697,discuss
J.J. Abrams Asks Disney To Move Up 'Star Wars: The Force Awakens' Release Date,1697,unrelated
Nigeria announces truce with Boko Haram; fate of schoolgirls unclear,1697,unrelated
"Boko Haram agrees to ceasefire, release of school girls",1697,unrelated
Boko Haram Denies Nigeria Cease-Fire Claim,1697,unrelated
Nigeria Says Boko Haram Cease-Fire May Lead to Release of Kidnapped Girls,1697,unrelated
Report: Former Baseball Star Jose Canseco Accidentally Shot At Home,1697,discuss
Hope Fades for Girls' Release After Boko Haram 'Truce' Breached,1697,unrelated
"BREAKING: Islamic State, in video, beheads American journalist James Wright Foley who was kidnapped in 2012 -@BNONews",1697,unrelated
"Boko Haram leader denies ceasefire deal, says 200 abducted girls married off ",1697,unrelated
"Boko Haram: Kidnapped Girls Have Been Married Off, Truce Never Happened",1697,unrelated
"'Star Wars VII' News, Update: JJ Abrams Pushing for Summer Release?",1697,unrelated
Mystery man slaps shoppers around head for sneezing,1697,unrelated
"Boko Haram Denies Ceasefire, Says Kidnapped Girls Are Now Married",1697,unrelated
"Six months after abducting Nigerian schoolgirls, Boko Haram reportedly wants to free them",1697,unrelated
The Force Awakens News: Director J.J. Abrams Eyes Summer Release for Star Wars 7 Because of Too Many Spoilers,1697,unrelated
Kidnapped Nigerian schoolgirls: Government claims ceasefire deal with Boko Haram that will bring missing girls home,1697,unrelated
"Nigeria Says It Struck A Cease-Fire With Boko Haram, But Are They Talking To The Right Guy?",1697,unrelated
"Nigeria, Boko Haram reach ceasefire deal, kidnapped girls to go free, official says",1697,unrelated
Report—Jose Canseco accidentally shot at his home tonight,1697,discuss
"Boko Haram claims to have German hostage, denies ceasefire",1697,unrelated
Nigeria says it has deal with Boko Haram to release kidnapped girls,1697,unrelated
Has J.J. Abrams Asked for THE FORCE AWAKENS Release Date to be Moved Up?,1697,unrelated
Continuing Violence Puts Boko Haram Ceasefire In Jeopardy,1697,unrelated
"Non, le lancement du nouveau «Star Wars» ne sera pas devancé à cet été",1697,unrelated
"Nigeria's missing girls 'to be released by Boko Haram', government aide claims",1697,unrelated
That Boko Haram Ceasefire in Nigeria Isn’t A Ceasefire,1697,unrelated
Star Wars 7: JJ Abrams want to move release to summer 2015,1697,unrelated
Boko Haram ceasefire ignored as violence flares in Borno state,1697,unrelated
Jose Canseco shoots self in hand,1697,discuss
"Boko Haram Could Release Kidnapped Girls, Nigerian Officials Say",1697,unrelated
Boko Haram 'to release abducted schoolgirls' as part of ceasefire agreement,1697,unrelated
Nigeria says ceasefire agreed with Boko Haram,1697,unrelated
"Boko Haram Cease-Fire: Abducted Nigerian Schoolgirls To Be Released, Officials Say",1697,unrelated
"Sons of Anarchy Movie? No, Kurt Sutter Announces Charlie Hunnam, Brad Pitt Film Article is Fake",1697,unrelated
Nigeria and Boko Haram 'agree ceasefire and girls' release',1697,unrelated
‘Star Wars: The Force Awakens’ May Get An Early Release Date—Report,1697,unrelated
"Despite ceasefire announcement, new Boko Haram attacks reported",1697,unrelated
Nigeria: hopes for return of kidnapped schoolgirls rise after ceasefire reported,1697,unrelated
Texas Truck Winds Up in Syria With Islamic Militants,1697,unrelated
No - a Fox News Twitter account isn't responding to tweets on the #FoxNewsFacts hashtag,1697,unrelated
"Boko Haram denies truce, says kidnapped girls married",1697,unrelated
Boko Haram 'ceasefire' doubts after attacks reported in Nigeria,1697,unrelated
'The Force Awakens' Release Date: JJ Abrams Plan for an Early Release of 'Star Wars' Movie?,1697,unrelated
"Jose Canseco injured in accidental shooting, per reports",1697,discuss
"Catholic Priest Dies for 48 Minutes, Comes Back to Life and Claims God Is Female",1697,unrelated
Boko Haram denies it has agreed ceasefire,1697,unrelated
More than 200 kidnapped Nigerian girls to be released after deal reached with Boko Haram,1697,unrelated
Mum faces real-life Sophie's Choice – as she tries to sell her son to fund daughter's care,1698,agree
Chinese parents try to SELL their son to pay for medical treatment for his sick twin sister,1698,agree
Shocking picture shows mother trying to sell her own son to pay for twin daughter's cancer treatment,1698,agree
Shocking Photos! Mom Tries To Sell Son To Pay For Daughter's Cancer Treatment,1698,agree
Shocking! Chinese parents sell their son to fund for daughter’s Cancer treatment,1698,agree
Mum Offers to Sell Twin Boy to Save Twin Girl,1698,agree
Report: Missing Libyan jetliners raise fears of suicide airliner attacks on 9/11,1699,unrelated
Reports of missing Libyan planes raise 9/11 terror fears,1699,unrelated
That ESPN Domestic Violence Panel You Keep Hearing About Isn't Real,1699,agree
Missing Libyan aircraft spark fears of 9/11-style attack in North Africa,1699,unrelated
11 aircraft are missing from ‘terrorist-held’ Tripoli airport ahead of 9/11 anniversary,1699,unrelated
Missing jetliners raise fear of new 9/11-style attacks after Libyan airport falls to Islamic militants,1699,unrelated
Missing Libyan Jetliners Raise Fears of Suicide Airliner Attacks on 9/11,1699,unrelated
What Glenn Beck Fears May Be Done With the 11 Missing Jets,1699,unrelated
"11 Tripoli Planes Still Missing, Sparks 9/11 Concerns",1699,unrelated
The Chinese Guide to Avoiding a Bad English Name,1699,unrelated
Terrorism fears rise amid reports of stolen jetliners,1699,unrelated
"Pizza delivery driver surprised with $2,000 tip",1699,unrelated
"Ann Arbor pizza delivery driver surprised with $2,000 tip",1699,unrelated
Pictured: Libyan Islamist rebels pose with planes seized from Tripoli airport as U.S. officials warn they could be used to carry out terrorist attack on 9/11 anniversary,1699,unrelated
Turkish president says American weapons drop for Kurdish fighters was 'wrong' after supplies end up in the hands of ISIS,1699,unrelated
Kim Jong-Un planning Scottish restaurant,1699,unrelated
ESPN’s All-Male “Monday Night Football” Panel On Domestic Violence Is Not Real,1699,agree
Seth Rogen to play Woz in Jobs biopic,1699,unrelated
ESPN's Domestic Violence Panel Is Missing Something Important,1699,disagree
ESPN’s Domestic Abuse Tonight Panel Will Be 100% Dudes,1699,disagree
Report: Nearly a Dozen Commercial Airliners Missing Ahead of 9/11 Anniversary After Islamists Overrun Libyan Airport,1699,unrelated
[UPDATED] 11 Men and 0 Women on Tonight's ESPN Domestic Violence Panel,1699,disagree
ESPN to save NFL's image with all-male domestic abuse discussion,1699,disagree
"Islamist Militants 'Steal' 11 Commercial Planes In Libya, Sparking Terror Attack Fears",1699,unrelated
Missing Libyan jetliners raise fears of terror attacks on 9/11,1699,unrelated
"Jihadi John named as Mohammed Emwazi, from west London",1699,unrelated
REPORT: JETLINERS STOLEN FROM LIBYA COULD BE USED TO ATTACK U.S. ON 9/11,1699,unrelated
"Pizza delivery man gets $2,000 tip",1699,unrelated
Libya: Missing Libya Planes Spark Security Concerns,1699,unrelated
Missing Planes,1699,unrelated
WFB’s Bill Gertz: Obama Administration ‘Trying to Play Down’ Missing Libyan Airliners,1699,unrelated
"Ann Arbor pizza delivery driver surprised with $2,000 tip",1699,unrelated
"Reports: Jihadists Steal Commercial Jets, Raise 9/11 Fears",1699,unrelated
"Pizza delivery man gets tipped more than $2,000 for a single delivery",1699,unrelated
"Luckiest Pizza Delivery Guy Ever Gets $2,000 Tip",1699,unrelated
11 jetliners 'missing' after Islamist takeover of airport,1699,unrelated
"The gold Apple Watch Edition could set you back a whopping $4,999",1700,discuss
"Could Gold Apple Watch cost $5,000?",1700,discuss
"Apple Watch Gold Edition may cost as much as $5,000",1700,discuss
"Analyst: Apple Watch Edition Could Cost $5,000",1700,discuss
"Christian Bale in talks to play Steve Jobs for Sony, Danny Boyle",1702,unrelated
Oscar winner Christian Bale to play Steve Jobs in upcoming biopic,1702,unrelated
Christian Bale in Talks to Play Steve Jobs (Exclusive),1702,unrelated
Who Should Play Steve Jobs Now That Christian Bale Quit?,1702,unrelated
Christian Bale Pulls Out of Upcoming Steve Jobs Biopic,1702,unrelated
Christian Bale In Talks To Play Steve Jobs In Sony's Next Biopic,1702,unrelated
Christian Bale Drops Out of Steve Jobs Biopic,1702,unrelated
Christian Bale Won't Play Steve Jobs After All,1702,unrelated
"Apple Watch users will need to recharge nightly, company still working to improve uptime before launch",1702,discuss
That Was Fast: Christian Bale Bails on Steve Jobs Biopic,1702,unrelated
This Woman Exposed Her Cheating Boyfriend With A Brilliant Christmas Gift,1702,unrelated
Christian Bale will not play Steve Jobs,1702,unrelated
Christian Bale to Play Steve Jobs in New Movie,1702,unrelated
Christian Bale Exits Steve Jobs Movie (Exclusive),1702,unrelated
Report: Christian Bale Drops Out Of Steve Jobs Biopic,1702,unrelated
Christian Bale won't play Steve Jobs,1702,unrelated
Christian Bale quits Steve Jobs movie,1702,unrelated
Report: Christian Bale Will Play Steve Jobs,1702,unrelated
Christian Bale set to play Steve Jobs in forthcoming biopic of Apple co-founder,1702,unrelated
"Christian Bale passes on role of Steve Jobs, actor reportedly felt he wasn't right for part",1702,unrelated
Report: Christian Bale Just Bailed on the Steve Jobs Movie,1702,unrelated
"Don't forget to tip...especially if you spend $300,000",1702,unrelated
Aaron Sorkin Confirms Christian Bale Will Play Steve Jobs,1702,unrelated
"Apple Watch Battery Life Currently 'About a Day', but May Improve for 2015 Launch",1702,discuss
Christian Bale to play Steve Jobs in upcoming biopic,1702,unrelated
Christian Bale in Talks to Play Steve Jobs in Danny Boyle's Biopic,1702,unrelated
Code/Red: Apple Watch Battery Life — “Charge Nightly”,1702,discuss
Christian Bale in Talks to Star in Sony's Steve Jobs Film,1702,unrelated
Batman Set To Play Steve Jobs In Upcoming Biopic,1702,unrelated
Christian Bale Is Steve Jobs,1702,unrelated
Apple Watch battery will require nightly charging,1702,discuss
Seth Rogen to play Woz in Jobs biopic,1707,unrelated
Seth Rogen reported to play Woz in the upcoming Steve Jobs movie,1707,unrelated
Seth Rogen reportedly nabs Steve Wozniak role in Steve Jobs filmSteve Jobs Iconic Moments,1707,unrelated
The Apple Watch has a low-power mode that only tells the time,1707,unrelated
How did a Texas plumber's truck end up with Syrian rebels? (+video),1707,unrelated
WSJ: Apple cut watch health features due to erratic sensors,1707,unrelated
Norfolk Man Pays £300 For His Constipated Goldfish To Have Lifesaving Surgery,1707,agree
A really devoted man spent $460 on surgery for his constipated goldfish,1707,agree
Steve Jobs Biopic Eyes Seth Rogen to Play Apple Co-Founder Steve Wozniak,1707,unrelated
Constipated goldfish operated on by North Walsham vet,1707,agree
Nun who GAVE BIRTH to baby boy after suffering agonising stomach pains 'had no idea' she was pregnant,1707,unrelated
Seth Rogen to play Steve Wozniak alongside Christian Bale's Steve Jobs,1707,unrelated
